"id","name","stripeCustomerId","paypalCustomerIds","email","phone","whatsapp","ville","serie_bac","note_esperee","motivation","budget","role","status","languages","isSeller","activeRole","password","deletedAt","emailVerified","trialled","referralCode","age","mediaId","createdAt","updatedAt","country","classe"
"6621ae04-1350-49d2-88ad-a10a149ca02b","Hamza ElMansouri","","[]","student083@example.ma","+212 6 12 01 43 59","","Marrakech","Lettres","tres_bien","expat","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","20","","2026-03-25 18:41:00.000","2026-04-01 18:54:00.000","MA","1ere-bac"
"53d00edb-adad-487a-86d9-6df10aaa85b2","Aya ElMansouri","","[]","student084@example.ma","+212 6 12 01 45 32","","Fes","Arts","elite","employability","illimite","CLIENT","INACTIVE","[""fr""]","False","CLIENT","","","True","False","","21","","2026-03-26 18:48:00.000","2026-04-03 19:01:00.000","MA","bac-plus"
"013d1bd3-993d-4bdd-9d25-11d697a49f31","Mehdi ElMansouri","","[]","student085@example.ma","+212 6 12 01 47 05","","Tanger","Sciences Mathematiques","passable","cash","0dh","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","22","","2026-03-27 18:55:00.000","2026-04-05 19:08:00.000","MA","2eme-bac"
"c87419b0-3b3f-4f3b-9029-f5ae9905d625","Salma ElMansouri","","[]","student086@example.ma","+212 6 12 01 48 78","","Agadir","Sciences Physiques","bien","prestige","serre","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","23","","2026-03-28 19:02:00.000","2026-04-07 19:15:00.000","MA","1ere-bac"
"949e7216-d25a-48f1-be78-bc074a6d01d0","Omar Skalli","","[]","student087@example.ma","+212 6 12 01 50 51","","Meknes","Sciences de la Vie et de la Terre","tres_bien","passion","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","24","","2026-03-29 19:09:00.000","2026-04-09 19:22:00.000","MA","bac-plus"
"a5296249-0000-4a01-80c0-af7bfe0aa4f7","Nour Skalli","","[]","student088@example.ma","+212 6 12 01 52 24","","Oujda","Sciences Economiques","elite","safety","illimite","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","25","","2026-03-30 19:16:00.000","2026-04-11 19:29:00.000","MA","2eme-bac"
"af35db34-9f92-40bc-837b-3693d5590d8c","Anas Skalli","","[]","student089@example.ma","+212 6 12 01 53 97","","Kenitra","Lettres","passable","expat","0dh","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","26","","2026-03-31 19:23:00.000","2026-04-13 19:36:00.000","MA","1ere-bac"
"c973540a-caa9-4b27-b77c-3693a975933b","Lina Skalli","","[]","student090@example.ma","+212 6 12 01 55 70","","Tetouan","Arts","bien","employability","serre","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","REF090","17","","2026-04-01 19:30:00.000","2026-04-15 19:43:00.000","MA","bac-plus"
"837f3de4-9f0e-47b3-9417-d5d89df8ff5c","Yassine Skalli","","[]","student091@example.ma","+212 6 12 01 57 43","","Casablanca","Sciences Mathematiques","tres_bien","cash","confort","CLIENT","INACTIVE","[""fr""]","False","CLIENT","","","True","False","","18","","2026-04-02 19:37:00.000","2026-04-17 19:50:00.000","MA","2eme-bac"
"5de053a8-1b67-4407-9fa6-0de415c15d1e","Sara Skalli","","[]","student092@example.ma","+212 6 12 01 59 16","","Rabat","Sciences Physiques","elite","prestige","illimite","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","19","","2026-04-03 19:44:00.000","2026-04-19 19:57:00.000","MA","1ere-bac"
"4407fd0e-59d4-4e03-aad3-a6f8c898a0f6","Hamza Skalli","","[]","student093@example.ma","+212 6 12 01 60 89","","Marrakech","Sciences de la Vie et de la Terre","passable","passion","0dh","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","20","","2026-04-04 19:51:00.000","2026-04-21 20:04:00.000","MA","bac-plus"
"842fed73-cf23-4ef2-96e7-17cccf1640fb","Aya Skalli","","[]","student094@example.ma","+212 6 12 01 62 62","","Fes","Sciences Economiques","bien","safety","serre","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","21","","2026-04-05 19:58:00.000","2026-04-23 20:11:00.000","MA","2eme-bac"
"b0df8529-1384-4848-8bfc-1238c346ad57","Mehdi Skalli","","[]","student095@example.ma","+212 6 12 01 64 35","","Tanger","Lettres","tres_bien","expat","confort","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","22","","2026-04-06 20:05:00.000","2026-04-06 20:18:00.000","MA","1ere-bac"
"f28b7e55-2f17-4df3-b657-dd2203e0f54a","Salma Bennani","","[]","student096@example.ma","+212 6 12 01 66 08","","Agadir","Arts","elite","employability","illimite","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","23","","2026-04-07 20:12:00.000","2026-04-08 20:25:00.000","MA","bac-plus"
"c7546f09-7396-478b-b660-d90e9a6a9ee0","Omar Bennani","","[]","student097@example.ma","+212 6 12 01 67 81","","Meknes","Sciences Mathematiques","passable","cash","0dh","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","24","","2026-04-08 20:19:00.000","2026-04-10 20:32:00.000","MA","2eme-bac"
"5532630b-28eb-403f-9bdd-e1ee405858ab","Nour Bennani","","[]","student098@example.ma","+212 6 12 01 69 54","","Oujda","Sciences Physiques","bien","prestige","serre","CLIENT","INACTIVE","[""fr""]","False","CLIENT","","","True","False","","25","","2026-04-09 20:26:00.000","2026-04-12 20:39:00.000","MA","1ere-bac"
"41175815-6a2c-4e1f-9d12-81cdaec933d9","Anas Bennani","","[]","student099@example.ma","+212 6 12 01 71 27","","Kenitra","Sciences de la Vie et de la Terre","tres_bien","passion","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","REF099","26","","2026-04-10 20:33:00.000","2026-04-14 20:46:00.000","MA","bac-plus"
"b82dbbef-a2e0-4cfa-9291-ca84759438b8","Lina Bennani","","[]","student100@example.ma","+212 6 12 01 73 00","","Tetouan","Sciences Economiques","elite","safety","illimite","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","17","","2026-04-11 20:40:00.000","2026-04-16 20:53:00.000","MA","2eme-bac"
